1.0275487899780273, pressure_ambient
33.87688970565796, cell_approach
45.28721880912781, pressure_sealing
50.73596906661987, gigaseal
59.17832970619202, pressure_break-in
67.71230101585388, break-in
75.02613878250122, pipette_clogged
76.4648277759552, pipette_cleaned
103.84022402763367, gigaseal
112.33070492744446, pressure_break-in
120.8473048210144, break-in
126.73749589920044, pipette_clogged
128.12259888648987, pipette_cleaned
131.23969793319702, pressure_ambient
150.70939183235168, pressure_sealing
156.33580899238586, gigaseal
159.93343901634216, pressure_break-in
168.44272089004517, break-in
175.0380859375, pipette_clogged
176.48380279541016, pipette_cleaned
179.97443795204163, pressure_ambient
198.36518502235413, pressure_sealing
203.43622493743896, gigaseal
206.25986099243164, pressure_break-in
214.84378385543823, break-in
218.11433601379395, pipette_clogged
219.5570149421692, pipette_cleaned
222.4001657962799, pressure_ambient
234.3562617301941, pressure_ambient
248.1158149242401, pressure_sealing
253.37215375900269, gigaseal
256.06623578071594, pressure_break-in
264.5365779399872, break-in
269.5122318267822, pipette_clogged
270.96069979667664, pipette_cleaned
