1.1057207584381104, pressure_ambient
55.694742918014526, cell_approach
106.29743576049805, cell_approach
111.1562249660492, pipette_broken
117.97970485687256, pipette_replaced
133.25904989242554, pressure_sealing
148.69640398025513, gigaseal
152.04032373428345, pressure_sealing
155.4365577697754, pressure_break-in
164.00236797332764, break-in
182.13154196739197, pipette_clogged
185.7162959575653, pressure_ambient
189.13330483436584, pipette_cleaned
218.53450179100037, pipette_broken
232.1370198726654, pipette_replaced
238.87167477607727, pipette_broken
246.88845491409302, pipette_replaced
265.6366858482361, pipette_broken
274.16587686538696, pipette_replaced
294.6359748840332, pipette_broken
303.3693687915802, pipette_replaced
330.01843881607056, pressure_sealing
337.59118485450745, gigaseal
341.6863079071045, pressure_break-in
350.2888720035553, break-in
355.8238320350647, pipette_clogged
359.615309715271, pipette_replaced
380.05368399620056, pressure_sealing
380.5907278060913, gigaseal
383.17254090309143, pressure_break-in
391.69122290611267, break-in
397.9706680774689, pipette_clogged
414.7268748283386, pipette_broken
421.0808959007263, pipette_replaced
433.3587830066681, pressure_sealing
440.8543779850006, pressure_ambient
449.93673300743103, pressure_sealing
455.64074969291687, pressure_break-in
455.89022493362427, gigaseal
467.8098130226135, pressure_break-in
476.3608887195587, break-in
481.29251289367676, pipette_clogged
493.5851330757141, pipette_cleaned
501.98790287971497, gigaseal
505.1353979110718, pressure_break-in
513.6864750385284, break-in
518.5521509647369, pipette_clogged
530.7686018943787, pipette_cleaned
542.6244049072266, gigaseal
545.219034910202, pressure_break-in
553.79128074646, break-in
559.0623888969421, pipette_clogged
